pos	মানুষ আমরা আসলেই খুব স্বার্থপর, হাচি পৃথিবীর বুকে নিঃস্বার্থ ভালোবাসার এমন এক ইতিহাস করে রেখে গেছেন যা আমাদের জন্য আদর্শ স্বরুপ কাজ করবে। একটা বোবা প্রাণী যদি পারে এমন ভাবে কাউকে ভালোবাসতে, তাহলে আমরা মানুষেরা কেনো পারবো না! আমার মতে এই ফিল্ম প্রতিটা মানুষের দেখা উচিৎ, জীবনে কোনো ফিল্ম যদি আপনাকে কিছু না শেখাতে পারে এই ফিল্ম আপনাকে শেখাবে ভালোবাসাটা আসলে কি! আপনি যদি খুব কঠোর হৃদয়ের মানুষও হোন আমি গ্যারান্টি দিলাম আপনাকে আবেগী করে তুলবে এই সিনেমা।
neg	তাই যাদের ইচ্ছে আছে দেখার, আর পড়বেন না। আর যারা দু ঘণ্টার 'বার্ড বক্স' মুভি দেখা নিয়ে দোলাচলে আছেন, নিশ্চিত থাকতে পারেন, না দেখলেও তেমন কোন ক্ষতি হবে না।
pos	প্রাপ্তবয়স্ক হওয়ার পর প্রথম আর একমাএ যে মুভি দেখে কেঁদেছি।শুধু কাঁদে নি দুইদিন পর্যন্ত হাঁচির কথা মনে হচ্ছিলো
neg	আর যারা মুভি দুইটা দেখেননি, দয়া করে আর পড়বেন না, কারণ একেবারে পুরোটুকু মুভিই স্পয়েল করে দিব কথা বলতে গেলে।
pos	জীবনে দেখা সেরা সিনেমা গুলোর মাঝে একটি
neg	'বার্ড বক্স' একটা ফালতু মুভি।
pos	সাথে প্রত্যেক মোমেন্ট এর সাথে ইন্টেন্স ব্যাকগ্রাউন্ড মিউজিক, প্রতি দৃশ্যে বিষয়টাকে এতো নিখুত ভাবে সাজানো যে আপনিও গল্পের গভীরে ঢুকে যাবেন।
neg	 মুভিতে একটা দিকে দেখায় ম্যালোরি বাচ্চাদের নিয়ে যাচ্ছে, আবার অতীতের সিন দেখায়। যেহেতু আর কাউকে দেখা যাচ্ছে না, বোঝাই যাচ্ছে, বাকি সব মারা গেছে। আমার এই অংশটা খুবই বোরিং লেগেছে।
pos	পুরো দম রুদ্ধকর টান টান উত্তেজনা মুভিতে।
neg	আস্তে আস্তে বিভিন্ন বিপদ হবে, একজন একজন করে আস্তে আস্তে মারা যাবে, এভাবে এই প্রেমিসেসে ধারাবাহিক নাটক বানালে ক্যারাক্টারগুলো ডেপথ বোঝা যেত, কেয়ার করা যেত। কিন্তু কারো প্রতি বিন্দুমাত্র মমতাও তৈরি হয় না।
pos	তো কুন-চান এর এই অ্যাডভেঞ্চারগুলো তে আপনিও সঙ্গী হতে পারেন যেখানে ভিভিড কালারস আর সুন্দর ডিরেকশন আপনাকে বোর করবে না ।
neg	আসলে ক্রিয়েচারটা ঠিক কি প্রক্রিয়ায় আত্মহত্যার ইচ্ছে জাগায়, এটা ফুল মুভি দেখেও বুঝতে পারি নি আমি।
neg	 ডিসি বর্তমানে বিজনেস এন্ড স্ট্যান্ডবাই পপুলারিটিতে হয়ত মারভেল থেকে পিছিয়ে আছে কিন্তু ট্রল হওয়ার মত অবস্থায় এখনো যায়নি ম্যান
neg	ডুবের মতই কি আবার নেগেটিভ মার্কেটিং ছড়াইতেছি নাকি ফারুকি সাহেব 
pos	হাড় কাঁপানো শীতের রাতে গরম চায়ের সাথে 'গেম অব থ্রোন্স' দেখার মতো আনন্দের আর কিছু হতে পারে।	
pos	গেম অফ থ্রোন্সের ফিলিং আর কোনকিছুই দিতে পারবে না। 
pos	দারুন উত্তেজনাকর আর একটু পরপর টুইস্টযুক্ত এই মুভি না দেখা মানে অনেক কিছুই মিস.!! আমি সাধারনত ট্রিপিকাল মার্ভেল বা ডিসি ফ্যান নই। মার্ভেল ভাল লাগে-ধুমধারাক্কা একশ্যান আর ডিসি ভাল লাগে কারেক্টরগুলো সিরিয়াসনেসের জন্য।	
neg	আমি ব্র্যাকিং ব্যাড গেম অফ থ্রোন্সের পরে দেখা শুরু করেছিলাম। দুই সিজন দেখে আর দেখতে ইচ্ছা করে নি।
pos	ব্যক্তিগতভাবে আমি মনে করি ডার্ক নাইট ট্রিলজির সেরা সিনেমা ডার্ক নাইট রাইজেস। কিন্তু ডার্ক নাইটে হিথ লেজারের দুনিয়া কাঁপানো পারফম্যান্সের কারণে ডার্ক নাইট রাইজেসের নামটা পরে আসে। এই সিনেমার প্রতিটা মুহূর্ত প্রিয়। বিশেষ করে ফিনিশিংটা অসাধারণ লাগে।	
pos	পিহু(২০১৮) দুই বছরের একটি শিশু কিভাবে এতো সুন্দর,,নিখুঁত অভিনয় করে...!!না দেখলে থ্রিল বুঝানো যাবেনা।"
pos	সত্য ঘটনা অবলম্বনে এই মুভিটা সত্যিই মন ভারাক্রান্ত করে দেয়ার মত।
pos	চলতি বছরের বহুল প্রতীক্ষিত ছবির তালিকায় শীর্ষে মোস্তফা সরয়ার ফারুকীর ‘শনিবার বিকেল’।
pos	রন্ধ্রে রন্ধ্রে পাপ সৃজিত মুখার্জির নতুন ছবি শাহাজাহান রিজেন্সির নতুন এই গানটি অনুপমের কম্পোজ আর নিজেরই ভোকাল। 
pos	'ম্যানহোল' বলতে পারি হতাশ হবেন না,আবার কারও ততটা ভালো নাও লাগতে পারে।চাইলে দেখে নিতে পারেন কোরিয়ান এই মুভিটি।
neg	যদিও আমি দেখছি,,বেশি একটা সুন্দর না,,আবার খারাপ ও না
pos	দ্য এলিমেন্টালস,একটি ফিকশনাল সংঘ যা আমেরিকান কমিক বুক কোম্পানি মারভেল কমিক্স কর্তৃক সুপারন্যচারাল নামক কমিকে ১৯৭৪ সালে প্রথম অভিষেক ঘটায়। 	
pos	"বলিউডে পারিবারিক সিনেমার হিট ম্যাশিন রাজশ্রী প্রোডাকশন এবার তাদের পক্ষ থেকে আলাদা কিছু নিয়ে আসছে ""হাম চার""।"
pos	আমার কাছে খুব প্রমিসিং মনে হচ্ছে।
neg	ভাল প্রিন্ট পায় নাই এখনো কোথাও... 😞 তাই দেখতেও পারি নি এখনো ☹️
neg	আমাদের ফ্যানদের আশা দাবি দাওয়া ব্যাপক,দেখা যাক টনি স্টারক বাচতে পারে কিনা।তবে এখন পর্যন্ত যতদূর অনুমান করা যাচ্ছে তাতে খুব বেশি ভাল কিছু মনে হচ্ছেনা।
neg	আপনার কেনই বা মনে হয় যে কেউ একজন মরবে???কেন তারা কি এই ১০ টা বছর এত লড়ে শেষে একটা ভাল জীবন আশা করতে পারেনা বাচার জন্য...আজঅঅঅঅব
pos	জনপ্রিয় অভিনেতা তৌকীর আহমেদের পরপর কয়েকটি সফল ছবি নির্মাণ এর পর এবার আসছে ""ফাগুন হাওয়ায়"",এটি ভাষা আন্দোলনের প্রেক্ষাপট একটি চিত্র।
neg	 সামনে আসবে রূদ্র দ্য গ্যাংস্টার আর জয়া আহসানের বিউটি সার্কাস। এনার পারসোনালিটি আর স্মার্টনেস যে কতটা, তা এনার ইন্টারভিউ দেখলেই বোঝা যায়।
pos	১৯৯৮ সালের অস্কারের শ্রেষ্ঠ ছবি ক্যাটেগরিতে ইরানের মাজিদ মাজিদির ""চিলড্রেন হেভেন"" খুব অল্পের জন্য ইতালিয়ান ডিরেক্টর রবার্তো বেনিগনির "" লাইফ ইজ বিউটিফুল"" এর কাছে হেরে যায়।
neg	অস্কারজয়ো ইরানী চলচ্চিত্র "এ সেপারেশন"" বা ""সেলস্ম্যান"" এর আকাশছোঁয়া সাফল্য ছুতে পারেন নি মাজিদি"	
neg	এই প্রথম উনি কোন ভারতীয় মুভিতে হাত দিয়েছেন শুনে কিছুটা আশাহত হলাম, কিছুটা ক্ষোভ ও হল।	
pos	 কিন্ত "" হিন্দুস্তান"" নামের মুভিটির ট্রেলার দেখে ঝেড়ে ফেললাম সব। উনি আসলেই পার্সিয়ান রঙে ভারতকে রাঙিয়ে দিয়েছেন। "	
pos	 নেপটিজম কে প্রথমবারের মত মেনে নিতে ইচ্ছে হচ্ছে। নবাগত ঈষান খাত্তার মারাত্মক অভিনয় করেছেন
neg	 মুভিটা দেখেছি কিন্তু কেনো জানি না ভালো লাগে নি।	
pos	দেখে ফেললাম, বছরের প্রথম ডিসির এনিমেটেড মুভি দা ডারক নাইট রাইডারস.
neg	বেশ অনেক দিন ধরেই অপেক্ষায় ছিলাম এটির জন্য। 	
pos	 'জিরো' মুভিটি দেখুন বড় স্ক্রিনে, দেখুন হাই ভলিউমে! অসাধারণ মূর্ছনায় হারিয়ে যান। 	
pos	 কিন্তু এক জিনিস হলো, তারা শেষবিচারের দিনকে অত্যন্ত শক্তিশালী করে তোলে যা আমি পছন্দ করি। 	
neg	বস্তাপচা মুভি,ওয়াক থু!	
pos	 আমেরিকান_বিউটি সত্যি কথা শুরুতেই বলে নেয়া ভালো। মুভিটি আমি দেখেছি কারণ মুভিটি ৫ টি অস্কার জিতেছে এবং আই এম ডি বি তে সর্বকালের সেরা মুভির তালিকায় ৬১ নাম্বারে অবস্থান করছে। 	
neg	এই মুভির প্রতিটা দৃশ্য আমার মনেহয় রূপক অর্থে ব্যাবহার হয়েছে।	
pos	 রেটিং নয় মুভির পোস্টার আর কেভিন স্পেশি এর উপর নাম দেখেই মুভিটা দেখেছিলাম!
pos	 বহু প্রতিক্ষা এবং STAR Cineplex এর প্রতিটি পোস্টে ড্রাগন বল ভক্তদের কন্টিনিউয়াস স্পেমিং এর ফলস্রুতিতে আগামী ১৮ জানুয়ারি Dragon Ball ফ্রাঞ্চাইজির ২০তম এবং উপমহাদেশে প্রথম অ্যানিমে মুভি হিসেবে হলে মুক্তি পাচ্ছে, মুভিতে স্যাইয়ানদের ইতিহাসের উপর ফোকাস করবে।
neg	Sarkar, পলিটিক্স নিয়ে অনেক মুভি দেখেছি যা ছিল সব কাল্পনিক।যেমন কীভাবে ক্ষমতা ধরে রাখতে হয়, কীভাবে মানুসের সেবা করা যায়।	
pos	এইবার একটু অন্যরকম দেখলাম।যা একেবারে বাস্তবের সাথে মিল।ভাল লাগল মুভিটি।
neg	অপরাজিতা_তুমি (২০১২) প্রথমেই বলে রাখি, যারা ধুমধাম মারামারি, গোলাগুলি, এ্যাকশন টাইপ মুভি পছন্দ করেন তাদের জন্য নয়।
neg	একেবারেই ঠান্ডা একটা মুভি কিন্ত দর্শকের হৃদয় ছুঁয়ে যাওয়ার ক্ষমতা রাখে।
neg	এ্যাকশন লাভারদের কাছে বোরিং মনে হতে পারে সেজন্য আগেই সতর্ক করে রাখলাম।
pos	না দেখে থাকলে দেখে ফেলতে পারেন, আশা করি ভাল লাগবে। ইউটিউবে সার্চ দিলেই পাবেন।		
neg	 চলচ্চিত্র: সাই রা নরসিমহা রেড্ডি।দেখতে মোটেও সুন্দে নয় কিন্তু তার অভিনয় তার কথা বার্তা চালচলন স্টাইল সব কিছু ভালো লাগে।
pos	মুভি কখন শুরু হয়,আর কখন শেষ হয় টের পাওয়া যায় না।	
pos	গল্পে থ্রীল,লোভ,সন্দেহ,অবিশ্বাস,ধোঁকায়,ছোট ছোট ভুল সিদ্ধান্তে নিজের আত্নহননে ভরপুর।
neg	গল্প নিয়ে খুব সহজে আলাদা মুভি বানানো যেতো।	
pos	মুভিটি সেই বছর অস্কারের ফরেইন ক্যাটাগরিতে নমিনেশন পেয়েছিলো
pos	যাইহোক, শেষে একটা কথাই বলবো, ""Worth Watching
neg	 স্ক্রিনপ্লে টা একটু বেশিই স্লো, কারণ টিভি তে প্রায় 3 মাস ধরে ব্রডকাস্ট হয়েছিল, ইভেন আমারও অবসর সময় বের করে পুরোটা দেখতে প্রায় 15-16 দিন লেগেছিল। 	
neg	 দুর্ভাগ্যবশত এটি একটি সাধারণ কাহিনী।
neg	 অযৌক্তিক কমেডি একটি উদ্বোধনী দৃশ্য সঙ্গে শুরু হয়।
neg	 রবার্ট DeNiro সব সময় অবিশ্বাস্য বুদ্ধিমান অশিক্ষিত নাটক।
pos	আপনি যদি সাউথ পার্কের মত প্রাপ্তবয়স্ক কমেডি কার্টুনগুলি পছন্দ করেন, তাহলে ব্রোমওয়েল হাই এ তিনটি কিশোরী মেয়েদের ছোটো adventures সম্পর্কে এটি প্রায় অনুরূপ বিন্যাস।
pos	আমি এই ছবিটি সম্পর্কে ইতিবাচক দিক দিয়ে আছি কিন্তু আমি দেখেছি যে এক জিনিস সত্যিই আমার মনোযোগ আকর্ষণ করেছে: কপালেডিস আমেরিকা স্টাইলের সুন্দর এবং সংবেদনশীল স্কোর।
neg	 এটি আসলে আমার ধরনের চলচ্চিত্র, এটি ভালভাবে তৈরি করা হয়েছে, এবং অন্য কোন উপায়ে আমি বলতে চাই না, তবে অভিযোজন হিসাবে, এটি প্রতিটি কোণ থেকে ব্যর্থ হয়।
neg	 আমি স্বীকার করি যে বার্কারের গল্পগুলি কিছু সংবেদনশীল বিষয় এবং জনসাধারণের দেখার জন্য খুব ভয়ঙ্কর
neg	এই অভিনয় এখানে ভাল, তবে চলচ্চিত্র সিনেমাটোগ্রাফি, চিত্রনাট্য, নির্দেশনা এবং সম্পাদনার ক্ষেত্রে ব্যর্থ হয়।
neg	 তার বাবাকে বয়স্কদের জন্য বাড়ীতে নিয়ে যেতে হবে কারণ সে তার জন্য আর যত্ন নিতে পারে না যা আপনার হৃদয় ভেঙে ফেলবে। 
pos	খুব ভালো একটা মুভি।
neg	 আমি সত্যিই এই সিনেমাকে একটি দুর্দান্ত সিনেমামেটিক বিনোদন হিসাবে সুপারিশ করব না
neg	 খুব ভাল নাটক যদিও দর্শকরা নিজেদের জন্য কর্মটি পূরণ করতে রেখে কয়েকটি ফাঁকা জায়গা পেয়েছে।
neg	 এই ছবিটি কেবল বাস্তব জগৎকে চূর্ণ করে তুলেছে
neg	 যদিও এই দুটি অক্ষরগুলি একটি সুখী সমাপ্তির যোগ্য এবং ছবিটি অন্য কোনও উপায়ে সন্তুষ্ট হবে না
pos	একটি সুন্দর চলচ্চিত্র, একটি অনুপ্রেরণীয় সাউন্ডট্র্যাক, অসাধারণ পারফরম্যান্স, আশার গল্প এবং রোম্যান্স 
pos	 তিনি এই চলচ্চিত্রে একটি অসাধারণ কর্মক্ষমতা দিয়েছেন এবং সেখানে একটি দুর্দান্ত দৃশ্য রয়েছে
pos	যদিও আমি স্ট্যানলি এবং আইরিসকে ফিল্মের মতো অসাধারণ মনে করিনি, আমি অভিনয়ের প্রশংসা করি। 
neg	 সত্য বলার জন্য এটা আমার কাছে বিরক্তিকর ছিল এবং কিছু দাগের মধ্যে এটি বোধগম্য ছিল না।
neg	 বিরক্তিকর ছিল 
neg	আরো চাই ভাই থরের স্লো মুভি অনেক চাই।
neg	থরের আর সোলো মুভি হয়ত আসবে না
pos	থর রেগনেরকে সবচেয়ে বেশী চমৎকার দৃশ্য ছিল হাল্ক আর থরের সাকার এরেনায় যুদ্ধটি। থরের নিউ লুক আসলেই দূর্দান্ত। 
neg	স্পাইডার ম্যান আমার দেখা সবচেয়ে বাজে ক্যারেক্টার
neg	সম্পূর্ণই বাকোয়াস একটা মুভি
pos	থরের অন্য দুটি সিনেমার তুলনায় এই মুভিটি যথেষ্ট ভালো। অ্যাকশন, কমেডি আর ভিএফএক্স Just Awesome। মুভিতে গ্র্যান্ডমাস্টার এর অভিনয় আসলেই আনন্দ ও বিনোদন পাওয়ার মত ছিল
neg	৩ ঘন্টার মুভি বলে দেখার ইচ্ছা হচ্ছে না 
neg	যারা রোমান্টিক মুভি পছন্দ করেন তারা দেখিয়েন না মুভিটা 
neg	হতাশ হবেন মুভিটা দেখে আশা করি।
neg	সবচেয়ে বাইক্কা থ্রিলার সিরিজ💝
pos	অনেক এনজয়েবল মোমেন্ট আছে যেগুলো অনেক ভালো লাগবে। মুভি শেষ করে মন খারাপ হলেও মনে গেথে থেকে যাবে।
neg	অভিনয় মোটামুটি সবারই বাজে হইছে
neg	বড় কোনে স্টার না থাকায় মূলত তেমন সফলতা পায়নি ছবিটি। 
pos	জাব তাক হ্যায় জান মুভিটাও অনেক ভালো ছিলো 
neg	রেটিং দেখে মুভি দেখাকে আমি নিরুৎসাহিত করি
neg	কম রেটিং-এর কারণে অনেক ভালো মুভি আড়ালে পড়ে যায় 
neg	১৮+ কিছু সীন আছে।যা মুভিটিকে বেশি বাজে করে ফেলেছে
neg	মানিয়া চরিত্রে জন আব্রাহামকে খুবই বোরিং লেগেছে
pos	স্টোরি টেলিং,ডিরেকশন এর ক্ষেত্রে সুজিত গুপ্তা অবশ্যই প্রশংসার দাবিদার।
neg	এই চরিত্রে হয়তো জনের চেয়ে ভালো কেউ এই চরিত্র ফুটিয়ে তুলতে পারতেন।
neg	এসব স্টাইলের মুভি ভালো লাগে না
pos	মনোজ বাজপায়ী তার জাত চিনিয়েছেন! আমার মতে এটিই সবচয়ে শক্তিশালী চরিত্র ছিল। সনু সুদ,কাঙ্গানার অভিনয়ও দারুন ছিল। 
neg	মুভিটা সত্যিই ফাউ লেগেছিল তখন🤡
neg	বাস্তব ঘটনার কিছুটা কাটছাঁট করা হয়েছে এই মুভিতে।কপি মুভি
pos	সত্যি মুভিটা দারুণ ছিলো❤
neg	সবার এক্টিং হতাশ করে দিল মুভিতে
neg	IMDb রেটিং মুভিটির ব্যপারে নেগাটিভ সাক্ষ্যই দিচ্ছে। 
pos	বেশীরভাগই দরশক মুভিটাকে উপভোগ্যই বলেছে।
neg	২০০১ সালে মুক্তিপ্রাপ্ত এই ওয়ার অ্যাকশান, ড্রামা ও থ্রিলার জনরার মুভিটিকে কিন্তু ব্যবসায়িকভাবে অসফলও বলা যায়
neg	আমি অবশ্য পরের দুটো পর্বগুলোর দুটো দেখলেও প্রথমটার মতো আকর্ষণ পাইনি।
pos	ডেব্যু মুভি হিসেবে জন মুরের পরিচালনা প্রশংসা পাবার মতোই ছিলো।
neg	সাপোর্টিং অভিনেতা জ্যাকুয়েম ডি আলমিদা ও ডেবিড কিথের অভিনওয় ভাল লাগেনি
neg	কত একশন থ্রিলার দেখলাম ,কিন্তু কোনোটাই ভাল লাগে নি
pos	মুভিটিতে বসনিয়ায় সার্ব বাহিনীর নৃশংসতা ও বসনিয়ানদের প্রতিরোধ যুদ্ধকে টাচ করে যাবার চেষ্টা ছিলো যা হলিউডি মুভি হিসেবে ধন্যবাদ পাবার মতো।
neg	কাহিনী যেভাবে শেষ করল আসবে বলে তো মনে হয়। আর, মুভির থেকে বইগুলো বেশি ভাল।বইতে অনেক বিস্তারিত থাকে,যা মুভিতে নেই।
neg	এমনিতেই Zombie টাইপের মুভিগুলা তেমন ভাল লাগে না
neg	মুভিটার কাহিনী সম্পূর্ণ হই নাই মনে হচ্ছে।
neg	মাগার সেই মুভিটা ফ্লপ খাইছে
pos	মাস্টারপীস ফিল্ম এইটাস
pos	সালমানের রিমেক নিয়ে সমালোচনা হলেও বিশুদ্ধ মাসালা ছবিতে যে দাপট তিনি দেখিয়েছেন, সেইসাথে বাজরাঙ্গি ভাইজান, সুলতানের মতো চরিত্রে রেখেছেন তার প্রতিভার স্বাক্ষর - এসবই আসলে এক সাম্রাজ্যের পথচলার সাক্ষী হয়ে থাকা।
neg	ভাই ডেমোস্টিকে ১ডলার কম আয় করলেও সেটা ফ্লপে ধরা হয়।আর Worldwide দিয়ে একটা মুভি হিট না ফ্লপ তা বিচার করা হয় না।এ দেশে টোটাল বাজেট তুলতে পারে নাই।তারমানে ফ্লপ খাইছে
neg	মুভি দেখে মাথা নষ্ট ম্যান!
pos	রন্ধ্রে রন্ধ্রে পাপ সৃজিত মুখার্জির নতুন ছবি শাহাজাহান রিজেন্সির নতুন এই গানটি অনুপমের কম্পোজ আর নিজেরই ভোকাল। 
neg	দর্শকের মাঝে নতুন যে চাহিদার জোয়ার, তাকে স্বাগত জানিয়ে সেই অনুযায়ী প্রজেক্ট করাটাই মুখ্য হওয়া উচিৎ। 
pos	ব্যক্তিগতভাবে আমি মনে করি ডার্ক নাইট ট্রিলজির সেরা সিনেমা ডার্ক নাইট রাইজেস। কিন্তু ডার্ক নাইটে হিথ লেজারের দুনিয়া কাঁপানো পারফম্যান্সের কারণে ডার্ক নাইট রাইজেসের নামটা পরে আসে। এই সিনেমার প্রতিটা মুহূর্ত প্রিয়। বিশেষ করে ফিনিশিংটা অসাধারণ লাগে।	 
pos	'ম্যানহোল' বলতে পারি হতাশ হবেন না,আবার কারও ততটা ভালো নাও লাগতে পারে।চাইলে দেখে নিতে পারেন কোরিয়ান এই মুভিটি।
neg	শাহরুখের সময়টা অন্য দু'জনের তুলনায় বেশী খারাপ যাচ্ছে
neg	পরিশ্রমটা অভিনয় নিয়ে করলে আরো ভাল হয়। কারণ বডি বানানো এমন আহামরি কিছু নয়, শুধু একটু সময় দিলেই হয়। কিন্তু অভিনয়টা ডাম্বেল আর প্রোটিন দিয়ে হয় না...😛
neg	দেখলাম দোস্ত😂😂পুরা সার্কিট ডায়াগ্রাম পাল্টায়ে ফেলসে ম্যান!
pos	পিহু(২০১৮) দুই বছরের একটি শিশু কিভাবে এতো সুন্দর,,নিখুঁত অভিনয় করে...!!না দেখলে থ্রিল বুঝানো যাবেনা।"
neg	ফ্যান্টাসি মুভির ক্ষেত্রে আমার আগ্রহ খুবই কম।
pos	চলতি বছরের বহুল প্রতীক্ষিত ছবির তালিকায় শীর্ষে মোস্তফা সরয়ার ফারুকীর ‘শনিবার বিকেল’।
neg	ফ্যান্টাসি মুভির ক্ষেত্রে আমার আগ্রহ খুবই কম।
pos	সত্য ঘটনা অবলম্বনে এই মুভিটা সত্যিই মন ভারাক্রান্ত করে দেয়ার মত।
neg	ত্তো বছর পরে দেখেন এই মুভির সিরিজ 😕😕?
neg	পুরো সিরিজ শেষ করে বেশ কিছু অসামঞ্জস্য দেখতে পেয়েছি যেগুলো ভালো লাগেনি
neg	তবে আমার মুভির ফিনিসিং ভাল্লাগে নাই 
pos	ছবিটিতে সবচেয়ে ভালো লাগবে এ্যকশান scene গুলো, আর villain ও খুব scary. আর zombie মুভি ভাল লাগ্লে তো কথাই নাই।
pos	এই সিরিজটি এক কথায় আমার অন্যতম পছন্দের মুভি সিরিজ। এই সিরিজের মাধ্যমে আমি একজন ফ্যান্টাসি লাভারে পরিনত হয়েছি। 
neg	মুভিটা মাথার উপর দিয়ে গেল...কিছুই বুঝলাম না
neg	 পুরো ঝলমলে, ক্যামেরা কম্পন করা জিনিস আমাকে মাথা ব্যাথা দেয়।
pos	এটি অশিক্ষার বিষয় নিয়ে আগ্রহী ব্যক্তিদের জন্যও আকর্ষণীয় হবে। 
neg	 আমি বলতে চাচ্ছি যে গল্পের পরিবর্তে গল্পটি কীভাবে তৈরি করা উচিত তার পরিবর্তে, তিনি বিপরীত পথে চলে গেছেন
neg	 তিনি খুব খারাপভাবে ব্যর্থ হয়েছে
neg	 যে কোন উপায়ে আমি মনে করি এই সিনেমাটি সময় এবং প্রচেষ্টার মোট অপচয়।
pos	আমি একজন পুরুষ, নারী চলচ্চিত্রের জন্য নয়, কিন্তু এটি সত্যিই একটি ভাল কাজ বিশেষ গল্প।
pos	সবকিছু তাই ভাল কাজ করা হয়: অভিনয়, নির্দেশ, চাক্ষুষ, সেটিংস, ফটোগ্রাফি, ঢালাই।
neg	আর নিক ফিউরির কথাগুলো শুনে বোঝাই যায় এতদিন যাদের ওপর সবচেয়ে বড় ভরসা ছিল তার, সেই তারাই সম্ভবত আর নেই
pos	আপনি যদি সত্যিকারের লোকেদের এবং প্রকৃত প্রেমের গল্প উপভোগ করতে পারেন - এটি একটি বিজয়ী।
pos	অভিনয় খুব ভাল ছিল।
pos	খুব উপভোগ্য সিনেমা।
neg	 আমি যা বলার চেষ্টা করছি তা হল আমি এর চেয়ে খারাপ সিনেমা দেখেছি।
neg	 চলচ্চিত্রটিকে 30 মিনিটের পরে বিরক্ত করা হয়েছে
pos	আমি চেষ্টা করার জন্য এটি একটি "A" দেব।
pos	 এই ছবিটি আমার হৃদয়ে বিশেষ স্থান রয়েছে
pos	 এমন দৃশ্যগুলি যা আপনাকে আকস্মিক আবেগের সাথে জড়িয়ে ধরে এবং যারা আপনার চরিত্র এবং তাদের অবস্থার সাথে নিরক্ষর পরিচয় দিয়ে আপনার মুখে হাসি দেয়।
neg	 পুরো জগতে একটি ভাল লাইন বা চরিত্র নেই।
pos	 নাটকটি চমৎকার এবং একটি চমৎকার অনুভূতি পাওয়া
pos	 এটি এখনও একটি মোটামুটি হালকা, চমৎকার গল্প যা আমি সুপারিশ করতে পেরে খুশি ।
neg	এটি একটি চিন্তাভাবনা এবং যতদূর অভিনয় করা হয়, সেখানে বলার মতো কিছুই ভাল নেই 
pos	 এটি একটি ভাল চলচ্চিত্র
neg	 এই ধরনের অশ্লীল চলচ্চিত্রটি কখনই একটি ধারাবাহিক আয় অর্জন করে না
pos	যাইহোক, এই চলচ্চিত্রটি খুব ভালভাবে সম্পন্ন হয়েছে
neg	এটি আইরিশ চলচ্চিত্রের সেন্সর শুধুমাত্র অবশেষে ২000 সালে আয়ারল্যান্ডের সাধারণ দর্শকদের দেখার জন্য নিষিদ্ধ করেছিল
pos	এটি একটি গভীর এবং সুন্দর সিনেমা
pos	আইএমডিবি এবং চলচ্চিত্র জ্যাকেটের সাথে জড়িত বিভিন্ন চলচ্চিত্র উত্সবগুলিতে পুরষ্কার জিতেছে।
